"UM_CODE";"UM_NAMEF";"UM_NAMES";"UM_TRANS";"UM_TYPE";"UM_TM";"UM_TE";"UM_KLADR";"global_id";
"046830";"Цветочная улица";"Цветочная ул.";"Czvetochnaya ulicza";"001";"737010";"1111";"77000003000010300";"58484580";
"046835";"1-я Центральная улица";"1-я Центральная ул.";"Pervaya Czentral`naya ulicza";"001";"737010";"1111";"77000003000000300";"58484581";
"046840";"2-я Центральная улица";"2-я Центральная ул.";"Vtoraya Czentral`naya ulicza";"001";"737010";"1111";"77000003000000100";"58484582";
"046845";"улица Чайковского";"ул. Чайковского";"ulicza Chajkovskogo";"001";"737010";"1111";"77000003000009900";"58484583";
"046850";"улица Чапаева";"ул. Чапаева";"ulicza Chapaeva";"001";"737010";"1111";"77000003000011700";"58484584";
"046855";"улица Чкалова";"ул. Чкалова";"ulicza Chkalova";"001";"737010";"1111";"77000003000002300";"58484585";
"046860";"Школьная улица";"Школьная ул.";"Shkol`naya ulicza";"001";"737010";"1111";"77000003000011000";"58484586";
"046865";"Щербинский проезд";"Щербинский пр.";"Shherbinskij proezd";"003";"737010";"1111";"77000003000001100";"58484587";
"046870";"улица Энгельса";"ул. Энгельса";"ulicza E'ngel`sa";"001";"737010";"1111";"77000003000009700";"58484588";
"046875";"Юбилейная улица";"Юбилейная ул.";"Yubilejnaya ulicza";"001";"737010";"1111";"77000003000001300";"58484589";
"046880";"Южная улица";"Южная ул.";"Yuzhnaya ulicza";"001";"737010";"1111";"77000003000004200";"58484590";
"046885";"площадь Академика Верещагина";"пл. Академика Верещагина";"ploshhad` Akademika Vereshhagina";"004";"737000";"1209";"77000005000003300";"58484591";
"046890";"Академическая площадь";"Академическая пл.";"Akademicheskaya ploshhad`";"004";"737000";"1209";"77000005000002500";"58484592";
"046895";"Академическая улица";"Академическая ул.";"Akademicheskaya ulicza";"001";"737000";"1209";"77000005000000900";"58484593";
"046900";"Андреевская улица";"Андреевская ул.";"Andreevskaya ulicza";"001";"737000";"1209";"77000005000001400";"58484594";
"046905";"Берёзовая улица";"Берёзовая ул.";"Beryozovaya ulicza";"001";"737000";"1209";"77000005000007400";"58484595";
"046910";"Богородская улица";"Богородская ул.";"Bogorodskaya ulicza";"001";"737000";"1209";"77000005000006700";"58484596";
"046915";"1-й Богородский переулок";"1-й Богородский пер.";"Pervy'j Bogorodskij pereulok";"002";"737000";"1209";"77000005000001500";"58484597";
"046920";"2-й Богородский переулок";"2-й Богородский пер.";"Vtoroj Bogorodskij pereulok";"002";"737000";"1209";"77000005000001200";"58484598";
"046925";"3-й Богородский переулок";"3-й Богородский пер.";"Tretij Bogorodskij pereulok";"002";"737000";"1209";"77000005000008000";"58484599";
"046930";"4-й Богородский переулок";"4-й Богородский пер.";"Chetvyorty'j Bogorodskij pereulok";"002";"737000";"1209";"77000005000013200";"58484600";
"046935";"Весенняя улица";"Весенняя ул.";"Vesennyaya ulicza";"001";"737000";"1209";"77000005000005800";"58484601";
"046940";"Высотная улица";"Высотная ул.";"Vy'sotnaya ulicza";"001";"737000";"1209";"77000005000003700";"58484602";
"046945";"Городская улица";"Городская ул.";"Gorodskaya ulicza";"001";"737000";"1209";"77000005000008600";"58484603";
"046950";"Дальняя улица";"Дальняя ул.";"Dal`nyaya ulicza";"001";"737000";"1209";"77000005000005100";"58484604";
"046955";"Дачная улица";"Дачная ул.";"Dachnaya ulicza";"001";"737000";"1209";"77000005000006500";"58484605";
"046960";"Еловая улица";"Еловая ул.";"Elovaya ulicza";"001";"737000";"1209";"77000005000013100";"58484606";
"046965";"Заречная улица";"Заречная ул.";"Zarechnaya ulicza";"001";"737000";"1209";"77000005000005900";"58484607";
"046970";"Звёздная улица";"Звёздная ул.";"Zvyozdnaya ulicza";"001";"737000";"1209";"77000005000004100";"58484608";
"046975";"Зелёная улица";"Зелёная ул.";"Zelyonaya ulicza";"001";"737000";"1209";"77000005000004000";"58484609";
"046980";"Индустриальная улица";"Индустриальная ул.";"Industrial`naya ulicza";"001";"737000";"1209";"77000005000003600";"58484610";
"046985";"Институтская улица";"Институтская ул.";"Institutskaya ulicza";"001";"737000";"1209";"77000005000013000";"58484611";
"046990";"Июльская улица";"Июльская ул.";"Iyul`skaya ulicza";"001";"737000";"1209";"77000005000013300";"58484612";
"047000";"Комсомольская улица";"Комсомольская ул.";"Komsomol`skaya ulicza";"001";"737000";"1209";"77000005000006200";"58484613";
"047005";"Комсомольский проезд";"Комсомольский пр.";"Komsomol`skij proezd";"003";"737000";"1209";"77000005000012900";"58484614";
"047010";"Лагерная улица";"Лагерная ул.";"Lagernaya ulicza";"001";"737000";"1209";"77000005000000600";"58484615";
"047015";"Лагерный переулок";"Лагерный пер.";"Lagerny'j pereulok";"002";"737000";"1209";"77000005000002000";"58484616";
"047020";"Лесная улица";"Лесная ул.";"Lesnaya ulicza";"001";"737000";"1209";"77000005000005000";"58484617";
"047025";"Лесхозная улица";"Лесхозная ул.";"Lesxoznaya ulicza";"001";"737000";"1209";"77000005000008100";"58484618";
"047030";"Мирная улица";"Мирная ул.";"Mirnaya ulicza";"001";"737000";"1209";"77000005000003000";"58484619";
"047035";"1-я Мичуринская улица";"1-я Мичуринская ул.";"Pervaya Michurinskaya ulicza";"001";"737000";"1209";"77000005000002200";"58484620";
"047040";"2-я Мичуринская улица";"2-я Мичуринская ул.";"Vtoraya Michurinskaya ulicza";"001";"737000";"1209";"77000005000002800";"58484621";
"047045";"Молодёжная улица";"Молодёжная ул.";"Molodyozhnaya ulicza";"001";"737000";"1209";"77000005000003500";"58484622";
"047050";"Набережная улица";"Набережная ул.";"Naberezhnaya ulicza";"001";"737000";"1209";"77000005000007300";"58484623";
"047055";"Нагорная улица";"Нагорная ул.";"Nagornaya ulicza";"001";"737000";"1209";"77000005000003900";"58484624";
"047060";"Нижняя улица";"Нижняя ул.";"Nizhnyaya ulicza";"001";"737000";"1209";"77000005000005200";"58484625";
"047065";"улица Новостройка";"ул. Новостройка";"ulicza Novostrojka";"001";"737000";"1209";"77000005000000800";"58484626";
"047070";"Большая Октябрьская улица";"Б. Октябрьская ул.";"Bol`shaya Oktyabr`skaya ulicza";"001";"737000";"1209";"77000005000007700";"58484627";
"047075";"Октябрьский проспект";"Октябрьский просп.";"Oktyabr`skij prospekt";"010";"737000";"1209";"77000005000000100";"58484628";
"047080";"Парковая улица";"Парковая ул.";"Parkovaya ulicza";"001";"737000";"1209";"77000005000006400";"58484629";
"047085";"Парковый переулок";"Парковый пер.";"Parkovy'j pereulok";"002";"737000";"1209";"77000005000006900";"58484630";
"047090";"Первомайская улица";"Первомайская ул.";"Pervomajskaya ulicza";"001";"737000";"1209";"77000005000005500";"58484631";
"047095";"Песчаная улица";"Песчаная ул.";"Peschanaya ulicza";"001";"737000";"1209";"77000005000002300";"58484632";
"047100";"Пионерская улица";"Пионерская ул.";"Pionerskaya ulicza";"001";"737000";"1209";"77000005000003400";"58484633";
"047105";"Пионерский проезд";"Пионерский пр.";"Pionerskij proezd";"003";"737000";"1209";"77000005000001700";"58484634";
"047110";"улица Полковника Милиции Курочкина";"ул. Полковника Милиции Курочкина";"ulicza Polkovnika Miliczii Kurochkina";"001";"737000";"1209";"77000005000002700";"58484635";
"047115";"Прибрежная улица";"Прибрежная ул.";"Pribrezhnaya ulicza";"001";"737000";"1209";"77000005000012800";"58484636";
"047120";"Промышленная улица";"Промышленная ул.";"Promy'shlennaya ulicza";"001";"737000";"1209";"77000005000007200";"58484637";
"047125";"улица Просека";"ул. Просека";"ulicza Proseka";"001";"737000";"1209";"77000005000003200";"58484638";
"047130";"улица Пушковых";"ул. Пушковых";"ulicza Pushkovy'x";"001";"737000";"1209";"77000005000006600";"58484639";
"047135";"Рабочая улица";"Рабочая ул.";"Rabochaya ulicza";"001";"737000";"1209";"77000005000004700";"58484640";
"047140";"Радужная улица";"Радужная ул.";"Raduzhnaya ulicza";"001";"737000";"1209";"77000005000000700";"58484641";
"047145";"Речная улица";"Речная ул.";"Rechnaya ulicza";"001";"737000";"1209";"77000005000007600";"58484642";
"047150";"Рождественская улица";"Рождественская ул.";"Rozhdestvenskaya ulicza";"001";"737000";"1209";"77000005000000500";"58484643";
"047155";"Рождественский переулок";"Рождественский пер.";"Rozhdestvenskij pereulok";"002";"737000";"1209";"77000005000001300";"58484644";
"047160";"Садовая улица";"Садовая ул.";"Sadovaya ulicza";"001";"737000";"1209";"77000005000006800";"58484645";
"047165";"Светлая улица";"Светлая ул.";"Svetlaya ulicza";"001";"737000";"1209";"77000005000004200";"58484646";
"047170";"Северная улица";"Северная ул.";"Severnaya ulicza";"001";"737000";"1209";"77000005000001600";"58484647";
"047175";"Сиреневый бульвар";"Сиреневый бульв.";"Sirenevy'j bul`var";"008";"737000";"1209";"77000005000007900";"58484648";
"047180";"Солнечная улица";"Солнечная ул.";"Solnechnaya ulicza";"001";"737000";"1209";"77000005000004800";"58484649";
"047185";"Сосновая улица";"Сосновая ул.";"Sosnovaya ulicza";"001";"737000";"1209";"77000005000005700";"58484650";
"047190";"Софийская улица";"Софийская ул.";"Sofijskaya ulicza";"001";"737000";"1209";"77000005000003100";"58484651";
"047195";"Спортивная улица";"Спортивная ул.";"Sportivnaya ulicza";"001";"737000";"1209";"77000005000000400";"58484652";
"047200";"улица Текстильщиков";"ул. Текстильщиков";"ulicza Tekstil`shhikov";"001";"737000";"1209";"77000005000004600";"58484653";
"047205";"Теннисная улица";"Теннисная ул.";"Tennisnaya ulicza";"001";"737000";"1209";"77000005000001900";"58484654";
"047210";"Тихая улица";"Тихая ул.";"Tixaya ulicza";"001";"737000";"1209";"77000005000007500";"58484655";
"047215";"улица Тупик";"ул. Тупик";"ulicza Tupik";"001";"737000";"1209";"77000005000007100";"58484656";
"047220";"Учительский переулок";"Учительский пер.";"Uchitel`skij pereulok";"002";"737000";"1209";"77000005000005600";"58484657";
"047225";"Фабричная площадь";"Фабричная пл.";"Fabrichnaya ploshhad`";"004";"737000";"1209";"77000005000004300";"58484658";
"047230";"Физическая улица";"Физическая ул.";"Fizicheskaya ulicza";"001";"737000";"1209";"77000005000009200";"58484659";
"047235";"Фруктовая улица";"Фруктовая ул.";"Fruktovaya ulicza";"001";"737000";"1209";"77000005000008300";"58484660";
"047240";"Цветочная улица";"Цветочная ул.";"Czvetochnaya ulicza";"001";"737000";"1209";"77000005000002100";"58484661";
"047245";"Центральная улица";"Центральная ул.";"Czentral`naya ulicza";"001";"737000";"1209";"77000005000000200";"58484662";
"047250";"Школьная улица";"Школьная ул.";"Shkol`naya ulicza";"001";"737000";"1209";"77000005000004400";"58484663";
"047255";"Юбилейная улица";"Юбилейная ул.";"Yubilejnaya ulicza";"001";"737000";"1209";"77000005000002900";"58484664";
"047260";"Южная улица";"Южная ул.";"Yuzhnaya ulicza";"001";"737000";"1209";"77000005000003800";"58484665";
